geneID	10m	20m	30m	40m	50m	60m	80m	100m	120m	160m	geneName	function
YDR380W	0.3	0.87	0.11	0.25	0.45	-0.03	0.45	-0.27	0.32	0.43	ARO10	"Phenylpyruvate decarboxylase, catalyzes decarboxylation of phenylpyruvate to phenylacetaldehyde, which is the first specific step in the Ehrlich pathway"
YDR381W	-0.23	-0.22	-0.29	-0.81	-0.58	-0.25	-0.04	-0.4	0.04	0.06	YRA1	"RNA binding protein required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; functionally redundant with Yra2p, another REF family member"
YDR382W	-0.09	-0.79	-1.32	-1.43	-1.06	-1.03	-0.01	-0.67	0.29	0.3	RPP2B	"Ribosomal protein P2 beta, a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm"
YDR383C	-0.45	-0.79	-0.94	-0.6	-0.15	-0.29	-0.14	-0.92	-0.12	-0.09	NKP1	"Non-essential kinetochore protein, subunit of the Ctf19 central kinetochore complex (Ctf19p-Mcm21p-Okp1p-Mcm22p-Mcm16p-Ctf3p-Chl4p-Mcm19p-Nkp1p-Nkp2p-Ame1p-Mtw1p)"
YDR384C	-0.6	-1.22	-1.25	-1.46	-0.71	-0.25	-0.23	-0.67	-0.06	-0.22	ATO3	"Plasma membrane protein, regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters"
YDR385W	-0.15	-0.84	-0.84	-0.32	-0.81	-0.23	-0.09	-0.58	0.01	-0.03	EFT2	"Elongation factor 2 (EF-2), also encoded by EFT1; catalyzes ribosomal translocation during protein synthesis; contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin"
YDR386W	0.15	0.54	0.21	0.61	0.19	0.31	0.49	-0.3	0.19	0.41	MUS81	"Subunit of the structure-specific Mms4p-Mus81p endonuclease that cleaves branched DNA; involved in DNA repair, replication fork stability, and joint molecule formation/resolution during meiotic recombination; helix-hairpin-helix protein"
YDR387C	0.44	0.4	0.82	0.31	0.58	0.51	0.2	-0.09	0.2	0.25	CIN10	"Putative transporter, member of the sugar porter family; YDR387C is not an essential gene"
YDR388W	0.01	0.89	0.46	-0.09	0.51	0.16	0.45	-0.51	-0.01	0.14	RVS167	"Actin-associated protein with roles in endocytosis and exocytosis; interacts with Rvs161p to regulate actin cytoskeleton, endocytosis, and viability following starvation or osmotic stress; recruited to bud tips by Gyl1p and Gyp5p during polarized growth; homolog of mammalian amphiphysin"
YDR389W		-0.23	-0.25	-1.09	-0.04	0.03					SAC7	"GTPase activating protein (GAP) for Rho1p, involved in signaling to the actin cytoskeleton, null mutations suppress tor2 mutations and temperature sensitive mutations in actin; potential Cdc28p substrate"
YDR390C	0.1	0.18	0.1	0.06	-0.15	0.04	0.14	-0.4	-0.03	0.29	UBA2	"Subunit of a heterodimeric nuclear SUMO activating enzyme (E1) with Aos1p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability"
YDR391C	0.42	0.85	0.99	-0.28	1.45	1.03	0.82	0.26	0.48	0.66	YDR391C	"Putative protein of unknown function, possibly involved in zinc homeostasis; Bdf1p-dependent transcription induced by salt stress; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus"
YDR392W	-0.03	0.29	-0.25	-0.42	-0.15	-0.06	0.21	-0.22	0.3	0.44	SPT3	"Subunit of the SAGA and SAGA-like transcriptional regulatory complexes, interacts with Spt15p to activate transcription of some RNA polymerase II-dependent genes, also functions to inhibit transcription at some promoters"
YDR393W	0.11	0.63	0.2	-0.45	0.26	0.15	-0.06	-0.36	-0.36	-0.1	SHE9	"Mitochondrial inner membrane protein required for normal mitochondrial morphology, may be involved in fission of the inner membrane; forms a homo-oligomeric complex"
YDR394W	0.51	0.95	0.82	0.14	1.02	0.33	0.08	-0.47	-0.06	0.1	RPT3	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; substrate of N-acetyltransferase B
YDR395W	-0.84	-0.84	-0.92	-1.25	-0.06	-0.17	-0.22	-0.32	-0.32	-0.04	SXM1	"Nuclear transport factor (karyopherin) involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p, Cse1p, Lph2p, and the human cellular apoptosis susceptibility protein, CAS1"
YDR396W	-0.51	-0.51	-0.79	-0.69	-0.27	0	0.15	-0.3	0.29	0.25	YDR396W	Dubious open reading frame unlikely to encode a functional protein; extensively overlaps essential NCB2 gene encoding the beta subunit of the NC2 dimeric histone-fold complex
YDR397C	-0.74	-0.51	-0.64	-1.03	0.24	0.14	0.06	-0.18	0.18	0.14	NCB2	Subunit of a heterodimeric NC2 transcription regulator complex with Bur6p; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2beta
YDR398W	-1.36	-2.18	-1.79	-0.62	-1.06	-0.6	-0.2	-0.6	-0.12	0.04	UTP5	Subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit
YDR399W	-1.09	-1.74	-0.92	-1	-0.36	-0.22	0.25	0.07	0.62	0.68	HPT1	"Dimeric hypoxanthine-guanine phosphoribosyltransferase, catalyzes the formation of both inosine monophosphate and guanosine monophosphate; mutations in the human homolog HPRT1 can cause Lesch-Nyhan syndrome and Kelley-Seegmiller syndrome"
YDR400W	0.25	0.26	-0.14	-0.38	0.21	0.48	0.46	-0.03	0.36	0.75	URH1	"Uridine nucleosidase (uridine-cytidine N-ribohydrolase), cleaves N-glycosidic bonds in nucleosides; involved in the pyrimidine salvage and nicotinamide riboside salvage pathways"
YDR401W	-0.71	1.79		-0.27					0		YDR401W	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YDR402C	0.16	-0.47		0.31	0.21	-0.51	0.48	0.55	0.82	0.38	DIT2	"N-formyltyrosine oxidase, sporulation-specific microsomal enzyme involved in the production of N,N-bisformyl dityrosine required for spore wall maturation, homologous to cytochrome P-450s"
YDR403W	0.12	0.82	1.96	0.18	0.51	0.44	0.34	0.28	0.61	0.46	DIT1	"Sporulation-specific enzyme required for spore wall maturation, involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall; transcripts accumulate at the time of prospore enclosure"
YDR404C	-0.45	0.46	-0.54	-0.36	-0.56	-0.47	-0.14	0.12	0.2	0.07	RPB7	RNA polymerase II subunit B16; forms two subunit dissociable complex with Rpb4p; involved in recruitment of 3'-end processing factors to transcribing RNA polymerase II complex and in export of mRNA to cytoplasm under stress conditions; also involved in translation initiation
YDR405W	0.93	-2.25	0.01	0.21	-0.38	-0.17	-0.14	0.34	-0.06	0.25	MRP20	Mitochondrial ribosomal protein of the large subunit
YDR406W	-0.4	-0.4	0.18	-0.07	-0.34	-0.22	0.11	0.21	-0.04	0.19	PDR15	"Plasma membrane ATP binding cassette (ABC) transporter, multidrug transporter and general stress response factor implicated in cellular detoxification; regulated by Pdr1p, Pdr3p and Pdr8p; promoter contains a PDR responsive element"
YDR407C	0.29	0.7	0.4	0.96	-0.56	-0.34	-0.17	0.1	-0.25	0	TRS120	One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; involved in endoplasmic reticulum (ER) to Golgi membrane traffic
YDR408C	-0.4	-1.18	-0.15	-0.16	-0.22	-0.12	0.07	0.63	0.37	0.32	ADE8	"Phosphoribosyl-glycinamide transformylase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway"
YDR409W	-0.18	-0.55	-0.17	-0.41	0.22	-0.29	-0.15	0.05	-0.27	0.01	SIZ1	SUMO/Smt3 ligase that promotes the attachment of sumo (Smt3p; small ubiquitin-related modifier) to proteins; binds Ubc9p and may bind septins; specifically required for sumoylation of septins in vivo; localized to the septin ring
YDR410C	-0.25	-0.1	0.57	1.16	-0.23	-0.17	0	0.41	0.26	0.26	STE14	"Farnesyl cysteine-carboxyl methyltransferase, mediates the carboxyl methylation step during C-terminal CAAX motif processing of a-factor and RAS proteins in the endoplasmic reticulum, localizes to the ER membrane"
YDR411C	-0.67	-1.09	0.26	-0.1	-0.34	0.11	-0.01	0.45	0.2	0.15	DFM1	"Endoplasmic reticulum (ER) localized protein involved in ER-associated protein degradation (ERAD), ER stress and homeostasis; interacts with components of ERAD-L and ERAD-C and Cdc48p; derlin-like family member similar to Der1p"
YDR412W	-1.47	-1.56	-2.12	-1.56	-0.86	-0.6	-0.15	0.12	-0.14	-0.14	RRP17	Component of the pre-60S pre-ribosomal particle; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions; exonuclease required for 5_ end processing of pre-60S ribosomal RNA
YDR413C	-1.56	-2.47	-2.25	-1.4	-0.94	-0.58	-0.23	0.12	-0.23	-0.27	YDR413C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the essential uncharacterized ORF YDR412W that is implicated in rRNA processing"
YDR414C				0.6							ERD1	"Predicted membrane protein required for the retention of lumenal endoplasmic reticulum proteins; mutants secrete the endogenous ER protein, BiP (Kar2p)"
YDR415C	-0.14	0.14	0.24	-0.58	0.24	-0.03	-0.23	0	0.28	0.01	YDR415C	Putative protein of unknown function
YDR416W	-0.32	-0.54	-0.25	-0.42	-0.49	-0.45	-0.23	0.23	-0.25	0.06	SYF1	"Member of the NineTeen Complex (NTC) that contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2, U5, and U6 snRNAs; null mutant has splicing defect and arrests in G2/M; homologs in human and C. elegans"
YDR417C	-0.97	-1.36	-1.36	-0.84	-0.64	-0.49	-0.23	-0.01	0	0.04	YDR417C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF RPL12B/YDR418W"
YDR418W	1.53			-0.97							RPL12B	"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl12Ap; rpl12a rpl12b double mutant exhibits slow growth and slow translation; has similarity to E. coli L11 and rat L12 ribosomal proteins"
YDR419W	-0.62	0.58	-0.32	-0.97	0.08	0	0.14	0.1	-0.38	0	RAD30	"DNA polymerase eta, involved in translesion synthesis during post-replication repair; catalyzes the synthesis of DNA opposite cyclobutane pyrimidine dimers and other lesions; mutations in human pol eta are responsible for XPV"
YDR420W	-0.31	-0.5	0.29	-0.15	-0.33	-0.19	-0.06	-0.05	-0.12	0.08	HKR1	"Mucin family member that functions as an osmosensor in the Sho1p-mediated HOG pathway with Msb2p; proposed to be a negative regulator of filamentous growth; mutant displays defects in beta-1,3 glucan synthesis and bud site selection"
YDR421W	-0.06	0.36	0.24	-0.43	0.53	0.06	0.04	0.19	-0.36	-0.14	ARO80	Zinc finger transcriptional activator of the Zn2Cys6 family; activates transcription of aromatic amino acid catabolic genes in the presence of aromatic amino acids
YDR422C	-0.67	-0.47	-0.43	-0.27	-0.32	-0.36					SIP1	"Alternate beta-subunit of the Snf1p kinase complex, may confer substrate specificity; vacuolar protein containing KIS (Kinase-Interacting Sequence) and ASC (Association with Snf1 kinase Complex) domains involved in protein interactions"
YDR423C	-0.07	0.77	0.98	0.3	0.59	0.2			-0.03		CAD1	"AP-1-like basic leucine zipper (bZIP) transcriptional activator involved in stress responses, iron metabolism, and pleiotropic drug resistance; controls a set of genes involved in stabilizing proteins; binds consensus sequence TTACTAA"
YDR424C		4.93		-0.34							DYN2	"Cytoplasmic light chain dynein, microtubule motor protein; proposed to be involved in the assembly of the nuclear pore complex"
YDR425W			2.38	0.77					-0.17		SNX41	"Sorting nexin, involved in the retrieval of late-Golgi SNAREs from the post-Golgi endosome to the trans-Golgi network; interacts with Snx4p"
YDR426C	0.91	0.89	0.81	1.45	0.38	-0.18	0.16	0.39	0.07	0.08	YDR426C	"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SNX41"
YDR427W	0.28	0.67	0.67	0.88	0.14	0.03	-0.2	-0.47	-0.34	-0.09	RPN9	"Non-ATPase regulatory subunit of the 26S proteasome, has similarity to putative proteasomal subunits in other species; null mutant is temperature sensitive and exhibits cell cycle and proteasome assembly defects"
YDR428C	0.04	0.26	0.01	0.37	-0.27	-0.23	-0.12	-0.18	-0.15	-0.14	BNA7	"Formylkynurenine formamidase, involved in the de novo biosynthesis of NAD from tryptophan via kynurenine"
YDR429C	-0.58	-1.36	-0.71	-0.12	-0.86	-0.84	-0.51	-0.79	-0.58	-0.23	TIF35	"eIF3g subunit of the core complex of translation initiation factor 3 (eIF3), which is essential for translation; stimulates resumption of ribosomal scanning during translation reinitiation"
YDR430C				0.57							CYM1	"Lysine-specific metalloprotease of the mitochondrial intermembrane space, member of the pitrilysin family; degrades proteins and presequence peptides cleaved from imported proteins; required for normal mitochondrial morphology"
YDR431W	-0.2	-1.79	-0.89	0.24	-0.56	-0.07	-0.06	-0.49	-0.12	0.07	YDR431W	"Dubious ORF unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YDR432W	-0.3	-0.17	-0.14	-0.15	-0.74	-1.12	-0.62	-0.74	-0.76	-0.3	NPL3	"RNA-binding protein that promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; required for pre-mRNA splicing; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in the cytoplasm"
YDR433W	-0.32	-0.67	-0.01	-0.01	-0.69	-0.94	-1.06	-1.12	-1.09	-0.69	YDR433W	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YDR434W				1.21	0.19						GPI17	Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-Sp homolog
YDR435C	-0.22	0.28	0.93	0.4	0.16	0.11	-0.2	-0.34	0	-0.04	PPM1	"Carboxyl methyltransferase, methylates the C terminus of the protein phosphatase 2A catalytic subunit (Pph21p or Pph22p), which is important for complex formation with regulatory subunits"
YDR436W		0.64	0.16	-0.86	-0.12	0.04				1	PPZ2	"Serine/threonine protein phosphatase Z, isoform of Ppz1p; involved in regulation of potassium transport, which affects osmotic stability, cell cycle progression, and halotolerance"
YDR437W	-1.09	-2.12	-0.27	-0.18	-0.71	-0.56	-0.07	-0.32	-0.25	-0.18	GPI19	"Subunit of GPI-GlcNAc transferase involved in synthesis of N-acetylglucosaminyl phosphatidylinositol (GlcNAc-PI), which is the first intermediate in glycosylphosphatidylinositol (GPI) anchor synthesis, shares similarity with mammalian PIG-P"
YDR438W	0.07	-2.84		-0.27	0.07	0.1	-0.22	-0.29	-0.17	0.12	THI74	Mitochondrial transporter repressible by thiamine
YDR439W		0.28		-0.01							LRS4	"Nucleolar protein that forms a complex with Csm1p, and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation"
YDR440W	-1.06	-1.15	-0.49	-0.38	-0.49	-0.27	-0.17	-0.51	-0.34	-0.14	DOT1	"Nucleosomal histone H3-Lys79 methylase; methylation is required for telomeric silencing, meiotic checkpoint control, and DNA damage response"
YDR441C	-1.03	-0.43	0.15	-1.09	0.14	-0.45	-0.09	-0.2	-0.2	-0.1	APT2	"Apparent pseudogene, not transcribed or translated under normal conditions; encodes a protein with similarity to adenine phosphoribosyltransferase, but artificially expressed protein exhibits no enzymatic activity"
YDR442W	-3.06	-2.56	-0.67	-0.58	-0.22	0.28	-0.12	-0.18	-0.01	0.01	YDR442W	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YDR443C	-0.67	-0.58	-0.23	-1.12	0.14	-0.42	-0.15	-0.27	-0.49	-0.2	SSN2	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for stable association of Srb10p-Srb11p kinase; essential for transcriptional regulation
YDR444W	-0.56	-1.94	-0.69	-0.36	-0.51	-0.3	-0.3	-0.54	-0.56	-0.15	YDR444W	Putative protein of unknown function
YDR445C	-1.15	-1.36	-1.12	-0.84	-0.97	-0.69	-0.38	-0.36	-0.54	-0.34	YDR445C	"Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data"
YDR446W	-0.67	-1.51	-0.76	-0.6	-1.32	-0.56	-0.56	-0.29	-0.17	-0.15	ECM11	"Non-essential protein apparently involved in meiosis, GFP fusion protein is present in discrete clusters in the nucleus throughout mitosis; may be involved in maintaining chromatin structure"
YDR447C	1.32			-0.51							RPS17B	Ribosomal protein 51 (rp51) of the small (40s) subunit; nearly identical to Rps17Ap and has similarity to rat S17 ribosomal protein
YDR448W	-0.76	0.01	-0.94	-0.71	-0.67	-0.3	-0.34	-0.51	-0.38	-0.3	ADA2	"Transcription coactivator, component of the ADA and SAGA transcriptional adaptor/HAT (histone acetyltransferase) complexes"
YDR449C				-0.81							UTP6	"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
